0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
8,13,22,14,8,5,6,26,20,22,24,23,40,37,47,51,26,3,1,1,0,1,0
18,21,18,10,6,5,7,26,20,22,24,23,27,54,37,40,48,3,1,1,0,1,0
16,13,20,22,9,5,8,26,20,22,24,23,39,44,33,50,49,3,1,1,0,1,0
18,22,16,9,6,5,9,26,20,22,24,23,34,47,46,25,34,3,1,1,0,1,0
9,15,18,25,23,5,10,26,20,22,24,23,35,25,30,40,36,3,1,1,0,1,0
18,17,24,24,18,5,11,26,20,22,24,23,31,39,54,55,28,3,1,1,0,1,0
8,23,23,11,7,6,0,26,20,22,24,23,28,46,55,48,40,3,0,1,0,0,1
10,8,17,14,11,6,1,26,20,22,24,23,29,45,30,43,42,3,0,1,0,0,1
13,15,5,18,8,6,2,26,20,22,24,23,49,35,44,37,48,3,0,1,0,0,1
13,18,6,20,19,6,3,26,20,22,24,23,53,41,53,30,52,3,0,1,0,0,1
11,20,10,20,13,6,4,26,20,22,24,23,45,26,29,45,40,3,0,1,0,0,1
11,10,25,13,24,6,5,26,20,22,24,23,38,25,50,27,45,3,0,1,0,0,1
8,19,24,17,18,6,6,26,20,22,24,23,52,51,32,55,35,3,0,1,0,0,1
22,23,7,18,20,6,7,26,20,22,24,23,43,45,36,27,43,3,0,1,0,0,1
20,6,23,24,24,6,8,26,20,22,24,23,27,46,51,45,34,3,0,1,0,0,1
19,18,19,8,25,6,9,26,20,22,24,23,55,47,39,31,35,3,0,1,0,0,1
24,12,14,19,25,6,10,26,20,22,24,23,45,42,31,45,32,3,0,1,0,0,1
13,18,18,18,12,6,11,26,20,22,24,23,29,38,28,53,46,3,0,1,0,0,1
11,14,25,14,10,7,0,26,20,22,24,23,51,31,39,55,28,4,0,0,1,1,0
23,18,25,21,6,7,1,26,20,22,24,23,37,29,40,30,25,4,0,0,1,1,0
21,13,19,7,12,7,2,26,20,22,24,23,52,46,44,31,39,4,0,0,1,1,0
21,20,7,21,19,7,3,26,20,22,24,23,43,35,49,41,43,4,0,0,1,1,0
21,19,21,11,13,7,4,26,20,22,24,23,46,46,46,47,27,4,0,0,1,1,0
12,17,13,10,11,7,5,26,20,22,24,23,51,40,52,35,39,4,0,0,1,1,0
13,25,25,14,16,7,6,26,20,22,24,23,35,25,26,42,41,4,0,0,1,1,0
10,21,6,10,16,7,7,26,20,22,24,23,51,33,34,29,54,4,0,0,1,1,0
15,22,25,21,8,7,8,26,20,22,24,23,35,47,35,52,54,4,0,0,1,1,0
21,7,22,6,21,7,9,26,20,22,24,23,49,46,32,36,38,4,0,0,1,1,0
12,6,12,7,15,7,10,26,20,22,24,23,48,42,46,52,33,4,0,0,1,1,0
14,9,22,16,21,7,11,26,20,22,24,23,42,43,34,35,34,4,0,0,1,1,0
7,22,17,6,8,8,0,26,20,22,24,23,44,43,53,54,32,4,1,0,1,0,1
25,23,7,23,7,8,1,26,20,22,24,23,25,36,46,26,28,4,1,0,1,0,1
17,5,7,12,13,8,2,26,20,22,24,23,42,40,39,36,49,4,1,0,1,0,1
14,18,21,21,6,8,3,26,20,22,24,23,39,44,51,39,27,4,1,0,1,0,1
13,16,15,14,25,8,4,26,20,22,24,23,54,25,50,40,45,4,1,0,1,0,1
22,12,21,24,9,8,5,26,20,22,24,23,44,39,51,52,37,4,1,0,1,0,1
22,22,15,16,11,8,6,26,20,22,24,23,40,49,33,36,50,4,1,0,1,0,1
13,9,23,14,5,8,7,26,20,22,24,23,25,41,30,55,30,4,1,0,1,0,1
7,8,22,25,17,8,8,26,20,22,24,23,35,49,34,36,42,4,1,0,1,0,1
10,11,19,12,13,8,9,26,20,22,24,23,30,43,27,41,43,4,1,0,1,0,1
20,15,20,7,17,8,10,26,20,22,24,23,29,46,55,54,50,4,1,0,1,0,1
19,6,14,22,19,8,11,26,20,22,24,23,55,25,55,41,39,4,1,0,1,0,1
23,11,5,22,12,9,0,26,20,22,24,23,27,32,46,43,33,2,1,0,1,1,1
14,11,9,22,17,9,1,26,20,22,24,23,41,33,52,36,35,2,1,0,1,1,1
5,18,21,13,6,9,2,26,20,22,24,23,39,31,28,25,42,2,1,0,1,1,1
18,21,16,25,6,9,3,26,20,22,24,23,35,37,36,49,52,2,1,0,1,1,1
8,19,22,8,8,9,4,26,20,22,24,23,38,53,31,30,46,2,1,0,1,1,1
21,12,13,23,15,9,5,26,20,22,24,23,40,27,51,39,39,2,1,0,1,1,1
23,5,18,18,16,9,6,26,20,22,24,23,29,39,38,25,27,2,1,0,1,1,1
20,5,22,9,23,9,7,26,20,22,24,23,40,37,28,33,36,2,1,0,1,1,1
15,13,16,23,25,9,8,26,20,22,24,23,35,51,43,49,29,2,1,0,1,1,1
23,14,20,10,6,9,9,26,20,22,24,23,26,55,34,49,32,2,1,0,1,1,1
19,25,12,25,23,9,10,26,20,22,24,23,35,52,43,54,49,2,1,0,1,1,1
20,9,5,19,7,9,11,26,20,22,24,23,39,42,32,43,43,2,1,0,1,1,1
9,12,7,12,22,10,0,26,20,22,24,23,55,41,53,26,33,4,0,0,0,1,0
21,15,11,25,11,10,1,26,20,22,24,23,44,54,47,49,48,4,0,0,0,1,0
19,21,18,25,7,10,2,26,20,22,24,23,42,41,50,51,51,4,0,0,0,1,0
5,18,7,22,21,10,3,26,20,22,24,23,38,30,41,32,25,4,0,0,0,1,0
23,6,22,22,11,10,4,26,20,22,24,23,27,54,40,44,31,4,0,0,0,1,0
5,23,23,11,22,10,5,26,20,22,24,23,42,51,43,35,33,4,0,0,0,1,0
13,11,15,18,25,10,6,26,20,22,24,23,28,44,32,41,30,4,0,0,0,1,0
12,6,7,20,16,10,7,26,20,22,24,23,31,53,47,34,48,4,0,0,0,1,0
20,15,5,25,22,10,8,26,20,22,24,23,32,41,32,49,43,4,0,0,0,1,0
8,11,8,12,15,10,9,26,20,22,24,23,33,25,48,34,25,4,0,0,0,1,0
8,7,10,19,12,10,10,26,20,22,24,23,32,53,35,42,46,4,0,0,0,1,0
12,5,24,5,17,10,11,26,20,22,24,23,32,48,46,43,25,4,0,0,0,1,0
8,15,5,17,25,11,0,26,20,22,24,23,35,53,28,38,29,4,0,0,1,1,0
13,21,6,15,13,11,1,26,20,22,24,23,38,36,32,31,55,4,0,0,1,1,0
17,6,18,22,21,11,2,26,20,22,24,23,37,54,41,33,41,4,0,0,1,1,0
11,10,13,11,24,11,3,26,20,22,24,23,30,31,39,42,37,4,0,0,1,1,0
9,9,20,24,5,11,4,26,20,22,24,23,32,33,42,37,46,4,0,0,1,1,0
16,25,21,5,5,11,5,26,20,22,24,23,45,45,29,53,39,4,0,0,1,1,0
9,21,18,14,25,11,6,26,20,22,24,23,29,48,33,55,55,4,0,0,1,1,0
25,17,5,7,20,11,7,26,20,22,24,23,25,44,55,35,28,4,0,0,1,1,0
19,7,5,6,18,11,8,26,20,22,24,23,55,44,26,25,45,4,0,0,1,1,0
11,13,13,13,14,11,9,26,20,22,24,23,50,32,31,29,39,4,0,0,1,1,0
5,5,15,24,23,11,10,26,20,22,24,23,55,38,42,33,48,4,0,0,1,1,0
16,22,12,10,19,11,11,26,20,22,24,23,35,37,48,25,45,4,0,0,1,1,0
18,12,9,13,8,12,0,26,20,22,24,23,28,53,31,34,49,3,1,1,0,1,0
10,17,16,13,22,12,1,26,20,22,24,23,44,26,53,41,29,3,1,1,0,1,0
25,17,19,10,12,12,2,26,20,22,24,23,47,41,25,44,52,3,1,1,0,1,0
19,15,14,16,10,12,3,26,20,22,24,23,55,37,51,27,36,3,1,1,0,1,0
6,10,7,9,19,12,4,26,20,22,24,23,52,52,25,34,51,3,1,1,0,1,0
7,14,19,18,25,12,5,26,20,22,24,23,49,31,39,35,35,3,1,1,0,1,0
9,12,7,11,18,12,6,26,20,22,24,23,27,27,25,32,34,3,1,1,0,1,0
25,19,11,14,21,12,7,26,20,22,24,23,43,54,33,51,39,3,1,1,0,1,0
23,11,13,13,9,12,8,26,20,22,24,23,41,49,52,29,30,3,1,1,0,1,0
8,21,23,20,14,12,9,26,20,22,24,23,55,32,44,51,35,3,1,1,0,1,0
20,15,10,22,12,12,10,26,20,22,24,23,32,54,38,32,54,3,1,1,0,1,0
23,14,15,22,20,12,11,26,20,22,24,23,51,30,26,38,45,3,1,1,0,1,0
24,10,7,7,19,13,0,26,20,22,24,23,28,31,53,42,45,2,1,0,1,1,0
13,15,15,8,12,13,1,26,20,22,24,23,47,25,45,45,49,2,1,0,1,1,0
11,12,18,6,11,13,2,26,20,22,24,23,31,25,27,25,51,2,1,0,1,1,0
8,15,7,9,13,13,3,26,20,22,24,23,28,44,37,54,25,2,1,0,1,1,0
11,23,17,6,11,13,4,26,20,22,24,23,41,37,41,29,37,2,1,0,1,1,0
25,25,22,19,6,13,5,26,20,22,24,23,44,39,51,27,44,2,1,0,1,1,0
19,8,16,13,21,13,6,26,20,22,24,23,53,50,37,40,31,2,1,0,1,1,0
23,6,6,12,10,13,7,26,20,22,24,23,52,32,34,35,48,2,1,0,1,1,0
13,14,24,13,13,13,8,26,20,22,24,23,27,51,28,28,52,2,1,0,1,1,0
25,14,19,9,20,13,9,26,20,22,24,23,27,36,48,31,26,2,1,0,1,1,0
9,23,24,19,9,13,10,26,20,22,24,23,25,42,50,41,47,2,1,0,1,1,0
12,5,7,5,13,13,11,26,20,22,24,23,43,34,43,44,53,2,1,0,1,1,0
17,15,5,24,5,14,0,26,20,22,24,23,45,41,37,41,43,4,1,0,1,1,1
7,19,21,14,7,14,1,26,20,22,24,23,38,35,46,39,31,4,1,0,1,1,1
9,14,23,16,11,14,2,26,20,22,24,23,31,31,51,34,25,4,1,0,1,1,1
24,6,7,24,20,14,3,26,20,22,24,23,38,33,50,41,37,4,1,0,1,1,1
17,22,10,24,12,14,4,26,20,22,24,23,33,26,28,55,29,4,1,0,1,1,1
16,24,19,18,8,14,5,26,20,22,24,23,51,27,50,41,47,4,1,0,1,1,1
18,21,23,19,23,14,6,26,20,22,24,23,38,39,32,39,34,4,1,0,1,1,1
8,23,5,11,11,14,7,26,20,22,24,23,49,42,27,40,51,4,1,0,1,1,1
16,11,18,15,12,14,8,26,20,22,24,23,39,35,44,27,30,4,1,0,1,1,1
25,7,22,19,12,14,9,26,20,22,24,23,32,37,27,38,39,4,1,0,1,1,1
21,17,13,22,14,14,10,26,20,22,24,23,39,49,35,42,31,4,1,0,1,1,1
5,16,24,19,24,14,11,26,20,22,24,23,49,38,44,27,38,4,1,0,1,1,1
13,15,21,15,10,15,0,26,20,22,24,23,40,40,45,41,52,1,0,0,0,0,0
16,20,14,7,23,15,1,26,20,22,24,23,27,47,34,53,26,1,0,0,0,0,0
19,18,12,12,21,15,2,26,20,22,24,23,34,44,50,52,35,1,0,0,0,0,0
10,12,17,13,20,15,3,26,20,22,24,23,26,49,55,25,54,1,0,0,0,0,0
10,16,25,5,10,15,4,26,20,22,24,23,36,34,28,28,34,1,0,0,0,0,0
17,15,7,20,20,15,5,26,20,22,24,23,52,54,49,31,31,1,0,0,0,0,0
5,12,5,19,17,15,6,26,20,22,24,23,44,42,27,31,40,1,0,0,0,0,0
23,24,8,19,17,15,7,26,20,22,24,23,38,47,41,37,38,1,0,0,0,0,0
22,6,13,9,24,15,8,26,20,22,24,23,54,40,32,30,47,1,0,0,0,0,0
19,20,15,17,17,15,9,26,20,22,24,23,27,35,53,30,38,1,0,0,0,0,0
23,6,18,19,9,15,10,26,20,22,24,23,27,27,25,26,37,1,0,0,0,0,0
12,18,14,7,16,15,11,26,20,22,24,23,31,41,34,29,42,1,0,0,0,0,0
18,8,13,13,8,16,0,26,20,22,24,23,25,27,46,51,44,2,0,1,0,0,1
9,22,18,18,20,16,1,26,20,22,24,23,36,49,46,27,46,2,0,1,0,0,1
10,9,17,12,19,16,2,26,20,22,24,23,44,31,54,42,28,2,0,1,0,0,1
10,6,8,25,21,16,3,26,20,22,24,23,40,43,43,39,54,2,0,1,0,0,1
23,19,25,11,7,16,4,26,20,22,24,23,39,50,42,44,40,2,0,1,0,0,1
20,19,21,6,19,16,5,26,20,22,24,23,42,29,50,43,47,2,0,1,0,0,1
25,23,18,11,14,16,6,26,20,22,24,23,32,32,50,35,45,2,0,1,0,0,1
23,16,11,6,22,16,7,26,20,22,24,23,30,34,38,38,49,2,0,1,0,0,1
18,19,18,21,8,16,8,26,20,22,24,23,43,44,41,51,37,2,0,1,0,0,1
15,14,5,20,25,16,9,26,20,22,24,23,52,25,48,53,37,2,0,1,0,0,1
7,5,22,5,24,16,10,26,20,22,24,23,36,35,30,36,38,2,0,1,0,0,1
11,19,17,15,18,16,11,26,20,22,24,23,53,36,34,38,41,2,0,1,0,0,1
11,12,15,14,8,17,0,26,20,22,24,23,38,49,51,45,39,1,0,1,0,0,1
11,20,19,24,7,17,1,26,20,22,24,23,46,48,37,51,51,1,0,1,0,0,1
25,6,11,8,16,17,2,26,20,22,24,23,54,34,53,45,25,1,0,1,0,0,1
11,25,12,20,17,17,3,26,20,22,24,23,30,30,36,31,35,1,0,1,0,0,1
11,16,19,5,13,17,4,26,20,22,24,23,31,35,37,49,38,1,0,1,0,0,1
17,21,10,24,7,17,5,26,20,22,24,23,25,36,50,45,34,1,0,1,0,0,1
11,14,11,22,12,17,6,26,20,22,24,23,32,53,53,37,43,1,0,1,0,0,1
18,25,11,6,13,17,7,26,20,22,24,23,52,39,53,33,28,1,0,1,0,0,1
16,10,11,24,25,17,8,26,20,22,24,23,47,43,50,47,42,1,0,1,0,0,1
18,17,11,17,18,17,9,26,20,22,24,23,33,41,39,50,25,1,0,1,0,0,1
24,10,16,22,15,17,10,26,20,22,24,23,34,43,43,43,35,1,0,1,0,0,1
6,15,13,5,16,17,11,26,20,22,24,23,50,39,51,47,35,1,0,1,0,0,1
15,21,15,9,7,18,0,26,20,22,24,23,45,55,41,55,52,3,1,0,0,0,1
23,18,9,25,20,18,1,26,20,22,24,23,34,38,27,31,42,3,1,0,0,0,1
22,14,13,16,20,18,2,26,20,22,24,23,46,37,43,33,52,3,1,0,0,0,1
17,22,9,11,15,18,3,26,20,22,24,23,27,37,43,30,34,3,1,0,0,0,1
24,19,13,10,24,18,4,26,20,22,24,23,37,33,51,34,41,3,1,0,0,0,1
19,20,15,11,6,18,5,26,20,22,24,23,45,50,33,26,31,3,1,0,0,0,1
23,6,20,11,17,18,6,26,20,22,24,23,35,36,34,35,55,3,1,0,0,0,1
7,18,13,12,11,18,7,26,20,22,24,23,49,41,40,28,52,3,1,0,0,0,1
8,16,21,10,10,18,8,26,20,22,24,23,36,35,36,47,36,3,1,0,0,0,1
18,13,12,23,19,18,9,26,20,22,24,23,45,28,38,44,46,3,1,0,0,0,1
23,5,6,15,18,18,10,26,20,22,24,23,44,40,51,46,40,3,1,0,0,0,1
20,17,24,13,7,18,11,26,20,22,24,23,54,41,49,35,28,3,1,0,0,0,1
12,18,23,8,22,19,0,26,20,22,24,23,49,30,46,51,44,1,1,1,1,0,0
16,21,19,23,10,19,1,26,20,22,24,23,32,38,55,32,51,1,1,1,1,0,0
18,9,22,23,12,19,2,26,20,22,24,23,37,25,47,42,27,1,1,1,1,0,0
12,9,22,11,10,19,3,26,20,22,24,23,51,39,29,43,31,1,1,1,1,0,0
21,7,15,25,23,19,4,26,20,22,24,23,50,36,36,42,30,1,1,1,1,0,0
19,9,6,22,17,19,5,26,20,22,24,23,55,35,38,39,31,1,1,1,1,0,0
24,24,9,18,6,19,6,26,20,22,24,23,40,35,28,31,45,1,1,1,1,0,0
19,6,14,19,18,19,7,26,20,22,24,23,43,26,25,40,41,1,1,1,1,0,0
9,24,21,17,19,19,8,26,20,22,24,23,44,36,28,48,26,1,1,1,1,0,0
25,21,9,8,8,19,9,26,20,22,24,23,37,37,52,54,30,1,1,1,1,0,0
22,20,16,7,23,19,10,26,20,22,24,23,51,29,35,43,31,1,1,1,1,0,0
6,15,9,5,7,19,11,26,20,22,24,23,49,28,37,35,46,1,1,1,1,0,0
17,10,17,6,22,20,0,26,20,22,24,23,29,30,41,55,32,3,0,0,0,0,1
10,18,9,17,15,20,1,26,20,22,24,23,55,52,34,40,26,3,0,0,0,0,1
14,11,17,9,24,20,2,26,20,22,24,23,31,30,32,40,46,3,0,0,0,0,1
5,18,12,7,22,20,3,26,20,22,24,23,48,36,37,51,55,3,0,0,0,0,1
23,22,17,15,23,20,4,26,20,22,24,23,50,33,35,55,39,3,0,0,0,0,1
20,24,17,5,16,20,5,26,20,22,24,23,41,36,54,40,43,3,0,0,0,0,1
5,16,13,13,5,20,6,26,20,22,24,23,26,47,51,43,47,3,0,0,0,0,1
9,24,7,6,20,20,7,26,20,22,24,23,29,49,52,44,35,3,0,0,0,0,1
9,9,9,16,15,20,8,26,20,22,24,23,51,26,49,49,43,3,0,0,0,0,1
5,20,8,12,11,20,9,26,20,22,24,23,37,49,49,52,31,3,0,0,0,0,1
8,6,9,14,25,20,10,26,20,22,24,23,54,54,31,29,49,3,0,0,0,0,1
16,7,21,16,5,20,11,26,20,22,24,23,28,34,37,25,46,3,0,0,0,0,1
11,10,6,14,7,21,0,26,20,22,24,23,47,43,27,50,46,5,0,1,0,1,1
17,22,16,15,15,21,1,26,20,22,24,23,30,35,51,39,52,5,0,1,0,1,1
6,24,10,12,10,21,2,26,20,22,24,23,53,36,47,29,27,5,0,1,0,1,1
14,10,17,5,12,21,3,26,20,22,24,23,45,39,29,27,53,5,0,1,0,1,1
11,12,24,14,8,21,4,26,20,22,24,23,50,46,35,45,26,5,0,1,0,1,1
7,10,18,13,13,21,5,26,20,22,24,23,53,53,34,43,55,5,0,1,0,1,1
14,13,8,14,16,21,6,26,20,22,24,23,55,44,35,42,34,5,0,1,0,1,1
23,24,6,17,21,21,7,26,20,22,24,23,40,28,26,37,29,5,0,1,0,1,1
22,25,22,22,11,21,8,26,20,22,24,23,31,26,31,33,38,5,0,1,0,1,1
11,16,17,17,22,21,9,26,20,22,24,23,28,36,43,40,49,5,0,1,0,1,1
19,16,6,11,19,21,10,26,20,22,24,23,26,48,37,44,54,5,0,1,0,1,1
17,6,17,11,8,21,11,26,20,22,24,23,26,30,34,46,46,5,0,1,0,1,1
10,17,15,7,16,22,0,26,20,22,24,23,25,52,54,42,33,2,0,0,0,0,0
17,25,12,22,20,22,1,26,20,22,24,23,27,33,50,39,40,2,0,0,0,0,0
14,18,9,24,25,22,2,26,20,22,24,23,28,44,52,52,25,2,0,0,0,0,0
22,20,8,13,16,22,3,26,20,22,24,23,48,41,36,47,38,2,0,0,0,0,0
10,18,11,25,11,22,4,26,20,22,24,23,41,42,27,33,54,2,0,0,0,0,0
20,17,18,25,19,22,5,26,20,22,24,23,43,37,37,35,35,2,0,0,0,0,0
12,16,21,11,24,22,6,26,20,22,24,23,34,35,50,43,39,2,0,0,0,0,0
18,11,21,15,22,22,7,26,20,22,24,23,54,43,34,50,51,2,0,0,0,0,0
12,18,23,14,7,22,8,26,20,22,24,23,47,39,47,51,33,2,0,0,0,0,0
23,14,5,17,8,22,9,26,20,22,24,23,34,52,51,48,36,2,0,0,0,0,0
5,20,17,10,10,22,10,26,20,22,24,23,41,51,50,26,33,2,0,0,0,0,0
20,7,23,11,19,22,11,26,20,22,24,23,50,34,45,43,25,2,0,0,0,0,0
17,15,8,13,20,23,0,26,20,22,24,23,36,39,32,47,51,4,1,1,0,0,0
20,6,5,17,10,23,1,26,20,22,24,23,47,45,55,36,35,4,1,1,0,0,0
23,15,15,13,6,23,2,26,20,22,24,23,42,26,53,40,55,4,1,1,0,0,0
19,23,25,9,16,23,3,26,20,22,24,23,48,36,41,35,35,4,1,1,0,0,0
5,7,11,10,20,23,4,26,20,22,24,23,43,38,39,36,27,4,1,1,0,0,0
5,13,15,20,11,23,5,26,20,22,24,23,47,54,52,49,50,4,1,1,0,0,0
19,5,16,24,14,23,6,26,20,22,24,23,31,32,55,55,32,4,1,1,0,0,0
9,17,15,6,20,23,7,26,20,22,24,23,44,54,53,52,44,4,1,1,0,0,0
10,25,20,12,6,23,8,26,20,22,24,23,42,36,36,32,41,4,1,1,0,0,0
6,12,5,10,14,23,9,26,20,22,24,23,36,38,48,29,35,4,1,1,0,0,0
6,11,6,15,19,23,10,26,20,22,24,23,27,49,25,34,33,4,1,1,0,0,0
7,20,16,8,25,23,11,26,20,22,24,23,47,35,36,28,26,4,1,1,0,0,0
10,19,6,8,20,24,0,26,20,22,24,23,39,34,27,55,42,2,1,0,0,0,1
6,20,10,15,5,24,1,26,20,22,24,23,47,40,51,53,54,2,1,0,0,0,1
14,9,21,10,17,24,2,26,20,22,24,23,35,27,48,30,27,2,1,0,0,0,1
25,14,7,13,19,24,3,26,20,22,24,23,39,38,26,54,51,2,1,0,0,0,1
18,16,7,6,5,24,4,26,20,22,24,23,42,29,34,50,50,2,1,0,0,0,1
10,24,25,15,17,24,5,26,20,22,24,23,48,43,35,32,54,2,1,0,0,0,1
23,5,18,6,5,24,6,26,20,22,24,23,36,27,53,37,43,2,1,0,0,0,1
16,24,6,5,15,24,7,26,20,22,24,23,32,46,49,51,49,2,1,0,0,0,1
22,18,15,13,16,24,8,26,20,22,24,23,44,54,34,53,33,2,1,0,0,0,1
22,24,11,23,25,24,9,26,20,22,24,23,52,55,52,40,47,2,1,0,0,0,1
24,9,18,22,12,24,10,26,20,22,24,23,47,45,25,27,26,2,1,0,0,0,1
23,5,10,24,12,24,11,26,20,22,24,23,50,43,39,38,43,2,1,0,0,0,1
