0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
3,4,4,3,4,9,0,26,30,29,24,26,42,27,52,53,48,1,1,0,1,1,1
5,4,3,3,5,9,1,26,30,29,24,26,39,25,43,32,44,1,1,0,1,1,1
4,5,4,5,5,9,2,26,30,29,24,26,32,40,38,42,47,1,1,0,1,1,1
5,4,5,3,5,9,3,26,30,29,24,26,37,36,38,41,53,1,1,0,1,1,1
4,4,5,4,4,9,4,26,30,29,24,26,43,25,28,51,36,1,1,0,1,1,1
4,3,3,3,5,10,0,26,30,29,24,26,31,53,26,44,38,3,0,0,0,0,0
3,3,5,4,4,10,1,26,30,29,24,26,28,37,54,36,29,3,0,0,0,0,0
5,4,5,5,5,10,2,26,30,29,24,26,49,49,51,36,28,3,0,0,0,0,0
3,4,3,5,3,10,3,26,30,29,24,26,53,45,29,39,54,3,0,0,0,0,0
3,3,4,3,5,10,4,26,30,29,24,26,49,45,35,50,50,3,0,0,0,0,0
5,5,3,3,5,11,0,26,30,29,24,26,28,33,32,51,42,5,1,1,1,1,0
5,5,3,5,5,11,1,26,30,29,24,26,44,53,34,41,34,5,1,1,1,1,0
3,5,5,5,4,11,2,26,30,29,24,26,34,39,33,44,53,5,1,1,1,1,0
4,3,5,4,4,11,3,26,30,29,24,26,28,45,40,43,34,5,1,1,1,1,0
3,5,5,3,3,11,4,26,30,29,24,26,42,52,55,28,51,5,1,1,1,1,0
5,3,3,3,4,12,0,26,30,29,24,26,55,52,47,48,38,3,0,1,0,1,1
3,3,4,3,3,12,1,26,30,29,24,26,48,42,43,26,36,3,0,1,0,1,1
4,4,3,3,4,12,2,26,30,29,24,26,55,43,41,32,32,3,0,1,0,1,1
4,4,4,5,3,12,3,26,30,29,24,26,50,44,25,35,37,3,0,1,0,1,1
3,4,3,4,5,12,4,26,30,29,24,26,25,33,55,55,50,3,0,1,0,1,1
5,5,4,3,4,13,0,26,30,29,24,26,33,53,50,34,27,4,0,1,0,1,1
5,4,4,4,5,13,1,26,30,29,24,26,50,33,46,49,41,4,0,1,0,1,1
5,3,5,4,5,13,2,26,30,29,24,26,47,39,51,36,37,4,0,1,0,1,1
3,5,5,4,4,13,3,26,30,29,24,26,40,40,42,31,37,4,0,1,0,1,1
3,3,5,4,5,13,4,26,30,29,24,26,37,29,41,43,31,4,0,1,0,1,1
3,3,4,5,5,14,0,26,30,29,24,26,37,42,38,28,26,5,1,0,1,0,1
3,3,4,5,3,14,1,26,30,29,24,26,27,30,32,47,40,5,1,0,1,0,1
3,3,3,5,4,14,2,26,30,29,24,26,50,29,47,36,39,5,1,0,1,0,1
3,3,4,3,5,14,3,26,30,29,24,26,43,51,33,30,36,5,1,0,1,0,1
5,3,4,3,4,14,4,26,30,29,24,26,38,41,46,36,44,5,1,0,1,0,1
3,3,3,3,4,15,0,26,30,29,24,26,26,27,55,43,52,1,1,0,1,1,1
3,3,3,4,3,15,1,26,30,29,24,26,38,53,52,46,31,1,1,0,1,1,1
4,3,4,3,5,15,2,26,30,29,24,26,47,34,33,50,32,1,1,0,1,1,1
5,4,5,3,3,15,3,26,30,29,24,26,31,51,37,46,36,1,1,0,1,1,1
3,4,4,5,4,15,4,26,30,29,24,26,28,28,53,47,43,1,1,0,1,1,1
4,3,4,3,5,16,0,26,30,29,24,26,48,32,39,49,47,2,0,1,1,1,0
4,4,5,5,5,16,1,26,30,29,24,26,36,30,38,26,29,2,0,1,1,1,0
5,4,4,3,4,16,2,26,30,29,24,26,48,54,34,54,41,2,0,1,1,1,0
3,3,3,4,4,16,3,26,30,29,24,26,41,31,39,43,38,2,0,1,1,1,0
4,3,5,4,4,16,4,26,30,29,24,26,40,29,53,33,48,2,0,1,1,1,0
5,5,4,5,3,17,0,26,30,29,24,26,33,26,44,53,49,2,1,1,1,0,1
4,5,5,4,3,17,1,26,30,29,24,26,28,39,47,43,44,2,1,1,1,0,1
4,3,3,4,5,17,2,26,30,29,24,26,46,54,37,55,35,2,1,1,1,0,1
4,4,5,5,4,17,3,26,30,29,24,26,42,27,45,53,44,2,1,1,1,0,1
5,4,3,3,3,17,4,26,30,29,24,26,46,42,53,54,47,2,1,1,1,0,1
4,4,3,3,4,18,0,26,30,29,24,26,42,51,42,28,28,1,0,1,0,1,1
5,5,4,3,4,18,1,26,30,29,24,26,50,29,36,37,40,1,0,1,0,1,1
4,3,5,4,4,18,2,26,30,29,24,26,44,46,36,35,48,1,0,1,0,1,1
4,4,3,3,3,18,3,26,30,29,24,26,43,29,27,47,46,1,0,1,0,1,1
5,5,4,4,3,18,4,26,30,29,24,26,53,42,31,53,54,1,0,1,0,1,1
3,3,5,4,3,19,0,26,30,29,24,26,30,29,38,47,52,1,0,1,0,1,0
3,4,5,5,3,19,1,26,30,29,24,26,47,44,48,52,25,1,0,1,0,1,0
5,3,5,3,5,19,2,26,30,29,24,26,34,27,55,47,52,1,0,1,0,1,0
3,5,4,4,5,19,3,26,30,29,24,26,32,43,36,32,46,1,0,1,0,1,0
3,4,3,4,4,19,4,26,30,29,24,26,30,25,52,44,29,1,0,1,0,1,0
3,5,4,5,5,20,0,26,30,29,24,26,25,49,50,48,43,5,0,0,0,0,1
4,5,4,3,4,20,1,26,30,29,24,26,42,38,50,37,48,5,0,0,0,0,1
4,3,4,3,5,20,2,26,30,29,24,26,38,37,28,30,31,5,0,0,0,0,1
5,5,3,3,3,20,3,26,30,29,24,26,53,43,54,36,54,5,0,0,0,0,1
5,4,5,5,3,20,4,26,30,29,24,26,30,54,40,32,37,5,0,0,0,0,1
3,3,4,3,3,21,0,26,30,29,24,26,32,25,29,34,52,1,0,0,1,1,1
5,3,5,4,5,21,1,26,30,29,24,26,36,50,29,36,36,1,0,0,1,1,1
4,5,3,4,4,21,2,26,30,29,24,26,53,36,44,43,25,1,0,0,1,1,1
4,5,3,5,3,21,3,26,30,29,24,26,31,43,44,35,34,1,0,0,1,1,1
4,5,5,4,5,21,4,26,30,29,24,26,53,38,36,47,30,1,0,0,1,1,1
4,3,5,5,3,22,0,26,30,29,24,26,47,48,53,40,29,1,1,1,0,0,1
3,3,5,5,5,22,1,26,30,29,24,26,34,27,46,38,26,1,1,1,0,0,1
3,3,4,4,5,22,2,26,30,29,24,26,27,43,31,48,29,1,1,1,0,0,1
5,5,5,4,5,22,3,26,30,29,24,26,45,51,50,30,32,1,1,1,0,0,1
3,4,4,5,4,22,4,26,30,29,24,26,33,35,46,35,38,1,1,1,0,0,1
5,5,5,4,3,23,0,26,30,29,24,26,27,35,31,30,52,3,1,1,1,0,1
4,4,5,5,5,23,1,26,30,29,24,26,38,33,48,55,54,3,1,1,1,0,1
5,4,5,3,3,23,2,26,30,29,24,26,40,47,36,38,29,3,1,1,1,0,1
3,3,3,5,5,23,3,26,30,29,24,26,51,34,28,52,50,3,1,1,1,0,1
5,4,3,5,4,23,4,26,30,29,24,26,41,47,35,38,44,3,1,1,1,0,1
3,3,5,5,4,24,0,26,30,29,24,26,30,38,27,54,27,1,0,1,1,0,0
5,3,5,4,5,24,1,26,30,29,24,26,42,35,25,41,36,1,0,1,1,0,0
5,4,5,4,3,24,2,26,30,29,24,26,43,47,51,50,43,1,0,1,1,0,0
4,5,4,4,4,24,3,26,30,29,24,26,30,32,39,28,43,1,0,1,1,0,0
5,3,5,4,5,24,4,26,30,29,24,26,44,26,53,50,50,1,0,1,1,0,0
5,4,5,4,4,25,0,26,30,29,24,26,40,54,34,29,38,4,0,1,0,1,1
3,4,4,3,4,25,1,26,30,29,24,26,49,32,30,42,48,4,0,1,0,1,1
4,3,4,5,3,25,2,26,30,29,24,26,28,50,38,41,29,4,0,1,0,1,1
5,4,3,5,5,25,3,26,30,29,24,26,45,28,45,34,33,4,0,1,0,1,1
4,4,3,4,3,25,4,26,30,29,24,26,26,54,49,52,25,4,0,1,0,1,1
4,5,3,3,5,26,0,26,30,29,24,26,45,31,37,38,34,5,0,1,0,0,0
3,3,3,5,3,26,1,26,30,29,24,26,33,39,25,30,44,5,0,1,0,0,0
4,3,3,3,3,26,2,26,30,29,24,26,45,28,42,47,39,5,0,1,0,0,0
3,4,3,4,3,26,3,26,30,29,24,26,51,34,50,50,26,5,0,1,0,0,0
4,3,5,4,3,26,4,26,30,29,24,26,43,41,40,28,34,5,0,1,0,0,0
4,4,3,4,4,27,0,26,30,29,24,26,43,46,37,28,40,4,1,1,1,1,1
4,4,4,3,3,27,1,26,30,29,24,26,53,40,50,30,44,4,1,1,1,1,1
3,5,5,3,4,27,2,26,30,29,24,26,31,55,39,26,53,4,1,1,1,1,1
4,5,4,5,4,27,3,26,30,29,24,26,37,41,29,45,49,4,1,1,1,1,1
4,3,3,5,5,27,4,26,30,29,24,26,34,34,45,43,42,4,1,1,1,1,1
4,4,3,3,3,28,0,26,30,29,24,26,25,53,26,38,52,2,1,1,0,1,1
4,3,4,5,5,28,1,26,30,29,24,26,45,44,35,49,34,2,1,1,0,1,1
3,3,4,5,5,28,2,26,30,29,24,26,29,48,41,31,49,2,1,1,0,1,1
4,3,5,5,4,28,3,26,30,29,24,26,34,32,45,54,35,2,1,1,0,1,1
5,3,3,5,5,28,4,26,30,29,24,26,38,32,28,46,36,2,1,1,0,1,1
5,4,5,4,4,29,0,26,30,29,24,26,26,40,54,53,34,4,0,0,1,1,1
3,3,5,4,5,29,1,26,30,29,24,26,46,31,29,36,53,4,0,0,1,1,1
4,4,5,5,4,29,2,26,30,29,24,26,51,34,54,54,31,4,0,0,1,1,1
3,3,3,5,3,29,3,26,30,29,24,26,40,26,39,39,53,4,0,0,1,1,1
4,4,5,3,5,29,4,26,30,29,24,26,38,30,44,45,49,4,0,0,1,1,1
5,5,4,4,3,30,0,26,30,29,24,26,41,25,40,46,51,4,1,0,1,1,1
3,5,4,5,3,30,1,26,30,29,24,26,55,26,39,32,27,4,1,0,1,1,1
4,4,3,5,5,30,2,26,30,29,24,26,47,55,51,31,42,4,1,0,1,1,1
5,4,4,4,3,30,3,26,30,29,24,26,54,40,46,37,27,4,1,0,1,1,1
5,3,5,3,5,30,4,26,30,29,24,26,51,40,41,55,41,4,1,0,1,1,1
3,3,5,4,4,31,0,26,30,29,24,26,30,43,41,28,49,4,0,1,0,1,0
4,5,5,5,4,31,1,26,30,29,24,26,42,36,42,30,29,4,0,1,0,1,0
4,4,4,5,4,31,2,26,30,29,24,26,43,45,31,43,36,4,0,1,0,1,0
5,5,3,4,4,31,3,26,30,29,24,26,25,51,40,43,48,4,0,1,0,1,0
3,4,5,3,5,31,4,26,30,29,24,26,55,31,33,53,35,4,0,1,0,1,0
3,5,5,5,3,32,0,26,30,29,24,26,53,46,53,36,50,1,0,1,0,1,1
5,5,3,3,5,32,1,26,30,29,24,26,48,27,42,29,37,1,0,1,0,1,1
5,5,3,5,4,32,2,26,30,29,24,26,46,45,29,32,27,1,0,1,0,1,1
4,4,4,5,4,32,3,26,30,29,24,26,25,54,52,41,34,1,0,1,0,1,1
3,5,4,5,4,32,4,26,30,29,24,26,26,39,41,40,32,1,0,1,0,1,1
3,3,3,3,3,33,0,26,30,29,24,26,54,27,50,36,42,4,0,1,1,1,1
4,3,4,5,4,33,1,26,30,29,24,26,26,54,26,47,27,4,0,1,1,1,1
5,3,5,5,4,33,2,26,30,29,24,26,43,30,27,29,45,4,0,1,1,1,1
4,5,5,5,4,33,3,26,30,29,24,26,41,35,52,51,55,4,0,1,1,1,1
5,4,5,3,3,33,4,26,30,29,24,26,42,32,42,51,26,4,0,1,1,1,1
5,4,4,5,5,34,0,26,30,29,24,26,32,31,29,31,43,2,1,1,0,0,1
4,5,5,5,3,34,1,26,30,29,24,26,39,47,36,30,33,2,1,1,0,0,1
5,5,3,4,3,34,2,26,30,29,24,26,45,31,54,32,46,2,1,1,0,0,1
3,5,5,4,5,34,3,26,30,29,24,26,37,25,32,36,45,2,1,1,0,0,1
3,3,5,4,5,34,4,26,30,29,24,26,39,30,43,36,46,2,1,1,0,0,1
3,3,5,3,3,35,0,26,30,29,24,26,41,26,30,26,44,4,1,0,0,1,1
5,5,4,3,3,35,1,26,30,29,24,26,55,31,40,26,46,4,1,0,0,1,1
4,5,4,3,3,35,2,26,30,29,24,26,26,37,42,27,44,4,1,0,0,1,1
5,4,4,3,3,35,3,26,30,29,24,26,26,33,25,47,29,4,1,0,0,1,1
4,5,4,5,5,35,4,26,30,29,24,26,51,33,31,29,47,4,1,0,0,1,1
3,4,4,5,3,36,0,26,30,29,24,26,48,35,34,41,35,3,0,1,1,1,1
3,3,5,5,4,36,1,26,30,29,24,26,35,49,52,55,33,3,0,1,1,1,1
4,5,5,3,5,36,2,26,30,29,24,26,53,30,29,41,29,3,0,1,1,1,1
4,3,4,5,5,36,3,26,30,29,24,26,45,47,31,43,37,3,0,1,1,1,1
5,3,3,5,5,36,4,26,30,29,24,26,47,34,30,47,53,3,0,1,1,1,1
3,5,5,5,4,37,0,26,30,29,24,26,39,31,30,47,42,2,1,0,1,1,1
3,3,3,5,5,37,1,26,30,29,24,26,54,39,54,37,42,2,1,0,1,1,1
3,5,4,3,4,37,2,26,30,29,24,26,27,49,47,44,41,2,1,0,1,1,1
5,5,5,5,5,37,3,26,30,29,24,26,47,51,35,46,49,2,1,0,1,1,1
4,3,5,5,3,37,4,26,30,29,24,26,40,38,44,34,43,2,1,0,1,1,1
4,5,4,3,3,38,0,26,30,29,24,26,36,31,45,44,55,2,0,1,0,1,0
3,5,3,3,3,38,1,26,30,29,24,26,50,30,54,30,26,2,0,1,0,1,0
3,4,5,5,3,38,2,26,30,29,24,26,35,33,52,38,26,2,0,1,0,1,0
4,5,3,3,5,38,3,26,30,29,24,26,47,51,39,27,36,2,0,1,0,1,0
5,4,4,3,5,38,4,26,30,29,24,26,38,52,30,35,38,2,0,1,0,1,0
3,3,4,5,5,39,0,26,30,29,24,26,50,30,38,42,36,4,1,1,1,1,1
4,3,4,4,5,39,1,26,30,29,24,26,47,41,40,33,36,4,1,1,1,1,1
4,5,5,3,3,39,2,26,30,29,24,26,52,45,27,43,46,4,1,1,1,1,1
4,3,5,4,4,39,3,26,30,29,24,26,32,44,27,43,37,4,1,1,1,1,1
5,5,3,5,4,39,4,26,30,29,24,26,47,43,54,55,34,4,1,1,1,1,1
3,3,5,5,5,40,0,26,30,29,24,26,40,39,29,31,32,5,0,1,1,1,0
5,4,4,3,4,40,1,26,30,29,24,26,32,44,37,37,40,5,0,1,1,1,0
5,3,5,4,4,40,2,26,30,29,24,26,48,46,28,42,40,5,0,1,1,1,0
4,3,4,5,3,40,3,26,30,29,24,26,32,31,44,45,29,5,0,1,1,1,0
5,5,3,5,3,40,4,26,30,29,24,26,33,42,48,32,33,5,0,1,1,1,0
5,3,4,5,4,41,0,26,30,29,24,26,49,38,28,43,39,3,0,0,0,0,1
5,3,5,3,5,41,1,26,30,29,24,26,51,25,55,32,45,3,0,0,0,0,1
3,4,4,5,3,41,2,26,30,29,24,26,40,27,39,25,51,3,0,0,0,0,1
3,3,5,3,5,41,3,26,30,29,24,26,25,34,27,42,32,3,0,0,0,0,1
5,4,3,3,3,41,4,26,30,29,24,26,32,55,33,45,40,3,0,0,0,0,1
4,4,5,3,4,42,0,26,30,29,24,26,47,33,54,32,50,5,0,1,1,0,0
4,3,5,3,3,42,1,26,30,29,24,26,49,31,33,42,35,5,0,1,1,0,0
4,4,3,3,3,42,2,26,30,29,24,26,43,28,35,53,27,5,0,1,1,0,0
3,5,3,3,4,42,3,26,30,29,24,26,41,33,32,49,29,5,0,1,1,0,0
5,3,5,4,3,42,4,26,30,29,24,26,38,52,41,33,28,5,0,1,1,0,0
4,3,4,3,3,43,0,26,30,29,24,26,38,33,31,28,45,2,1,1,1,0,0
4,5,5,5,5,43,1,26,30,29,24,26,39,28,45,55,37,2,1,1,1,0,0
4,5,5,3,3,43,2,26,30,29,24,26,53,37,44,36,48,2,1,1,1,0,0
5,5,5,5,5,43,3,26,30,29,24,26,39,47,31,52,40,2,1,1,1,0,0
3,5,4,5,3,43,4,26,30,29,24,26,52,41,49,29,27,2,1,1,1,0,0
4,4,4,3,4,44,0,26,30,29,24,26,32,49,53,43,49,5,1,1,0,1,0
5,3,3,4,5,44,1,26,30,29,24,26,43,55,30,41,26,5,1,1,0,1,0
4,4,4,4,4,44,2,26,30,29,24,26,25,37,46,25,42,5,1,1,0,1,0
4,3,4,4,4,44,3,26,30,29,24,26,36,44,46,40,25,5,1,1,0,1,0
5,5,3,5,5,44,4,26,30,29,24,26,51,29,32,52,39,5,1,1,0,1,0
3,4,4,5,3,45,0,26,30,29,24,26,52,29,33,49,52,1,1,0,1,0,1
5,4,4,3,5,45,1,26,30,29,24,26,53,40,38,48,32,1,1,0,1,0,1
5,5,5,4,5,45,2,26,30,29,24,26,32,25,49,52,54,1,1,0,1,0,1
3,3,5,5,4,45,3,26,30,29,24,26,43,34,31,40,46,1,1,0,1,0,1
3,4,5,4,4,45,4,26,30,29,24,26,50,48,32,31,35,1,1,0,1,0,1
3,5,3,5,4,46,0,26,30,29,24,26,41,50,35,26,45,2,0,1,1,1,0
5,5,4,4,3,46,1,26,30,29,24,26,53,51,37,45,51,2,0,1,1,1,0
4,4,4,3,4,46,2,26,30,29,24,26,41,53,35,46,46,2,0,1,1,1,0
3,3,3,4,3,46,3,26,30,29,24,26,54,40,31,37,37,2,0,1,1,1,0
5,5,4,4,3,46,4,26,30,29,24,26,27,39,51,29,41,2,0,1,1,1,0
3,3,3,4,3,47,0,26,30,29,24,26,47,42,39,46,40,2,1,1,1,0,0
3,4,5,3,5,47,1,26,30,29,24,26,39,33,48,37,31,2,1,1,1,0,0
5,5,3,5,4,47,2,26,30,29,24,26,30,27,49,45,50,2,1,1,1,0,0
5,4,4,4,3,47,3,26,30,29,24,26,28,48,46,47,26,2,1,1,1,0,0
5,3,3,5,4,47,4,26,30,29,24,26,33,44,53,52,47,2,1,1,1,0,0
5,3,5,5,4,48,0,26,30,29,24,26,36,30,39,29,52,1,1,1,1,0,0
3,3,3,5,3,48,1,26,30,29,24,26,41,42,37,46,54,1,1,1,1,0,0
3,4,4,3,5,48,2,26,30,29,24,26,54,41,48,33,43,1,1,1,1,0,0
5,3,4,3,4,48,3,26,30,29,24,26,39,42,50,26,46,1,1,1,1,0,0
5,3,5,4,5,48,4,26,30,29,24,26,45,29,35,39,54,1,1,1,1,0,0
3,4,5,3,4,49,0,26,30,29,24,26,33,30,55,33,26,1,0,1,0,1,0
4,3,4,5,5,49,1,26,30,29,24,26,41,45,51,52,47,1,0,1,0,1,0
4,4,3,5,3,49,2,26,30,29,24,26,26,33,30,37,31,1,0,1,0,1,0
4,3,4,3,4,49,3,26,30,29,24,26,38,39,29,41,51,1,0,1,0,1,0
5,5,4,4,4,49,4,26,30,29,24,26,42,43,32,25,44,1,0,1,0,1,0
4,5,4,3,4,50,0,26,30,29,24,26,43,48,55,46,28,2,1,1,0,0,1
3,5,4,4,5,50,1,26,30,29,24,26,43,43,47,55,40,2,1,1,0,0,1
5,4,3,3,3,50,2,26,30,29,24,26,55,51,33,48,28,2,1,1,0,0,1
5,5,3,4,3,50,3,26,30,29,24,26,42,45,27,54,55,2,1,1,0,0,1
3,4,3,5,4,50,4,26,30,29,24,26,48,31,43,33,49,2,1,1,0,0,1
3,4,5,4,3,51,0,26,30,29,24,26,54,39,28,44,46,2,0,1,0,0,1
4,3,5,4,5,51,1,26,30,29,24,26,35,41,34,25,28,2,0,1,0,0,1
4,4,3,5,3,51,2,26,30,29,24,26,47,25,43,36,37,2,0,1,0,0,1
5,3,5,4,4,51,3,26,30,29,24,26,35,44,53,27,40,2,0,1,0,0,1
4,3,5,4,3,51,4,26,30,29,24,26,43,41,41,30,41,2,0,1,0,0,1
3,4,3,4,3,52,0,26,30,29,24,26,47,55,37,52,28,1,1,0,1,0,0
4,4,4,4,3,52,1,26,30,29,24,26,38,49,55,55,43,1,1,0,1,0,0
4,5,3,4,4,52,2,26,30,29,24,26,41,26,49,38,52,1,1,0,1,0,0
3,4,5,5,4,52,3,26,30,29,24,26,30,25,44,31,51,1,1,0,1,0,0
4,5,4,5,4,52,4,26,30,29,24,26,29,37,32,53,30,1,1,0,1,0,0
5,4,4,4,3,53,0,26,30,29,24,26,39,44,54,40,30,1,1,0,0,1,0
5,4,3,4,3,53,1,26,30,29,24,26,27,30,43,34,28,1,1,0,0,1,0
4,4,5,3,4,53,2,26,30,29,24,26,26,50,25,41,36,1,1,0,0,1,0
5,4,3,3,5,53,3,26,30,29,24,26,33,46,47,54,40,1,1,0,0,1,0
4,3,4,4,3,53,4,26,30,29,24,26,30,46,44,52,26,1,1,0,0,1,0
3,5,3,4,3,54,0,26,30,29,24,26,53,34,33,44,48,1,0,0,0,1,1
4,4,3,3,3,54,1,26,30,29,24,26,26,50,41,42,27,1,0,0,0,1,1
4,4,5,3,4,54,2,26,30,29,24,26,38,44,50,53,36,1,0,0,0,1,1
3,3,5,3,4,54,3,26,30,29,24,26,46,32,33,37,28,1,0,0,0,1,1
4,4,5,5,3,54,4,26,30,29,24,26,43,34,54,46,26,1,0,0,0,1,1
5,5,5,4,4,55,0,26,30,29,24,26,38,39,26,50,39,1,0,0,1,1,1
3,3,3,5,3,55,1,26,30,29,24,26,30,38,30,37,32,1,0,0,1,1,1
3,5,5,4,4,55,2,26,30,29,24,26,49,39,43,36,53,1,0,0,1,1,1
5,4,5,3,4,55,3,26,30,29,24,26,29,55,53,46,31,1,0,0,1,1,1
4,5,3,4,5,55,4,26,30,29,24,26,27,29,34,42,53,1,0,0,1,1,1
3,4,5,5,4,56,0,26,30,29,24,26,55,32,27,29,43,5,1,1,1,1,0
5,3,5,3,4,56,1,26,30,29,24,26,50,45,52,45,28,5,1,1,1,1,0
5,4,4,5,4,56,2,26,30,29,24,26,29,46,48,27,26,5,1,1,1,1,0
4,4,5,3,5,56,3,26,30,29,24,26,28,41,51,52,30,5,1,1,1,1,0
3,3,4,5,4,56,4,26,30,29,24,26,45,26,44,30,35,5,1,1,1,1,0
5,4,3,5,3,57,0,26,30,29,24,26,42,28,43,40,35,4,1,0,1,0,0
5,5,3,4,5,57,1,26,30,29,24,26,43,30,46,30,44,4,1,0,1,0,0
5,5,4,5,3,57,2,26,30,29,24,26,48,43,44,41,34,4,1,0,1,0,0
5,4,4,4,5,57,3,26,30,29,24,26,44,40,38,43,54,4,1,0,1,0,0
5,3,3,5,5,57,4,26,30,29,24,26,25,26,31,45,46,4,1,0,1,0,0
5,3,4,3,5,58,0,26,30,29,24,26,35,47,25,41,27,4,0,0,1,0,1
3,3,5,5,3,58,1,26,30,29,24,26,38,28,25,31,34,4,0,0,1,0,1
5,5,5,3,3,58,2,26,30,29,24,26,31,52,52,28,32,4,0,0,1,0,1
5,4,5,4,3,58,3,26,30,29,24,26,49,53,48,29,40,4,0,0,1,0,1
3,5,3,5,5,58,4,26,30,29,24,26,30,28,28,45,36,4,0,0,1,0,1
3,5,3,4,4,59,0,26,30,29,24,26,40,36,38,38,37,2,1,0,0,1,0
5,4,4,4,4,59,1,26,30,29,24,26,46,52,33,40,49,2,1,0,0,1,0
5,5,3,4,4,59,2,26,30,29,24,26,46,48,52,27,39,2,1,0,0,1,0
4,5,3,4,5,59,3,26,30,29,24,26,35,40,27,28,48,2,1,0,0,1,0
5,5,4,3,5,59,4,26,30,29,24,26,43,27,36,48,29,2,1,0,0,1,0
