0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
18,7,24,20,17,5,9,22,26,20,28,28,55,30,47,53,43,3,0,1,1,1,1
21,19,16,22,21,5,10,22,26,20,28,28,37,44,53,52,49,3,0,1,1,1,1
5,20,16,5,8,5,11,22,26,20,28,28,51,26,53,44,34,3,0,1,1,1,1
20,16,8,25,16,6,0,22,26,20,28,28,53,43,53,53,38,5,0,1,0,0,1
16,15,5,25,20,6,1,22,26,20,28,28,48,50,25,51,32,5,0,1,0,0,1
13,12,22,16,9,6,2,22,26,20,28,28,32,42,28,36,47,5,0,1,0,0,1
17,9,24,11,12,6,3,22,26,20,28,28,33,35,39,27,50,5,0,1,0,0,1
16,5,13,12,24,6,4,22,26,20,28,28,52,35,51,46,48,5,0,1,0,0,1
22,20,22,16,13,6,5,22,26,20,28,28,26,30,25,39,51,5,0,1,0,0,1
15,12,18,9,20,6,6,22,26,20,28,28,34,33,47,38,44,5,0,1,0,0,1
6,23,22,12,19,6,7,22,26,20,28,28,45,37,44,38,27,5,0,1,0,0,1
8,15,12,16,7,6,8,22,26,20,28,28,28,43,38,28,54,5,0,1,0,0,1
6,20,15,5,6,6,9,22,26,20,28,28,30,55,36,37,40,5,0,1,0,0,1
8,8,24,16,10,6,10,22,26,20,28,28,37,27,26,26,42,5,0,1,0,0,1
8,25,8,11,18,6,11,22,26,20,28,28,47,31,51,46,26,5,0,1,0,0,1
12,20,20,19,6,7,0,22,26,20,28,28,35,39,40,31,34,3,1,1,0,0,0
7,11,23,8,5,7,1,22,26,20,28,28,49,50,43,40,25,3,1,1,0,0,0
8,17,18,5,24,7,2,22,26,20,28,28,47,49,37,27,32,3,1,1,0,0,0
14,24,12,7,10,7,3,22,26,20,28,28,33,37,48,53,33,3,1,1,0,0,0
22,11,20,11,12,7,4,22,26,20,28,28,44,46,52,35,33,3,1,1,0,0,0
13,9,15,19,5,7,5,22,26,20,28,28,39,41,42,46,44,3,1,1,0,0,0
23,25,21,22,22,7,6,22,26,20,28,28,41,52,43,54,33,3,1,1,0,0,0
14,17,7,24,7,7,7,22,26,20,28,28,43,52,43,32,51,3,1,1,0,0,0
11,18,20,12,22,7,8,22,26,20,28,28,42,42,40,36,25,3,1,1,0,0,0
17,16,8,20,23,7,9,22,26,20,28,28,48,30,40,35,52,3,1,1,0,0,0
8,12,8,14,6,7,10,22,26,20,28,28,27,46,41,43,27,3,1,1,0,0,0
10,17,9,24,9,7,11,22,26,20,28,28,52,54,44,46,43,3,1,1,0,0,0
20,13,14,14,18,8,0,22,26,20,28,28,49,45,50,31,34,5,0,1,1,0,0
12,5,21,16,21,8,1,22,26,20,28,28,35,26,30,30,33,5,0,1,1,0,0
16,22,19,17,6,8,2,22,26,20,28,28,32,33,40,33,44,5,0,1,1,0,0
16,14,15,12,7,8,3,22,26,20,28,28,31,42,52,27,38,5,0,1,1,0,0
23,25,10,25,22,8,4,22,26,20,28,28,30,54,47,45,26,5,0,1,1,0,0
14,25,17,18,6,8,5,22,26,20,28,28,52,27,41,33,37,5,0,1,1,0,0
16,10,17,15,17,8,6,22,26,20,28,28,51,53,43,42,44,5,0,1,1,0,0
10,11,10,12,19,8,7,22,26,20,28,28,40,48,29,51,26,5,0,1,1,0,0
12,24,8,21,22,8,8,22,26,20,28,28,55,47,29,31,44,5,0,1,1,0,0
21,17,23,14,16,8,9,22,26,20,28,28,47,54,34,51,29,5,0,1,1,0,0
12,15,21,15,22,8,10,22,26,20,28,28,35,43,50,49,29,5,0,1,1,0,0
9,21,6,10,15,8,11,22,26,20,28,28,36,37,55,35,46,5,0,1,1,0,0
13,16,7,13,25,9,0,22,26,20,28,28,38,55,25,47,28,4,0,1,1,0,1
15,9,10,19,23,9,1,22,26,20,28,28,27,49,45,26,35,4,0,1,1,0,1
22,7,25,18,25,9,2,22,26,20,28,28,26,47,41,28,33,4,0,1,1,0,1
24,25,10,7,16,9,3,22,26,20,28,28,54,52,37,46,28,4,0,1,1,0,1
13,19,24,12,12,9,4,22,26,20,28,28,51,42,45,51,39,4,0,1,1,0,1
5,7,9,23,7,9,5,22,26,20,28,28,31,47,30,54,31,4,0,1,1,0,1
14,14,6,14,11,9,6,22,26,20,28,28,27,53,30,46,55,4,0,1,1,0,1
21,16,24,14,21,9,7,22,26,20,28,28,52,50,53,33,41,4,0,1,1,0,1
5,23,6,21,6,9,8,22,26,20,28,28,39,54,55,28,49,4,0,1,1,0,1
13,22,6,12,6,9,9,22,26,20,28,28,48,25,31,48,55,4,0,1,1,0,1
25,11,23,14,19,9,10,22,26,20,28,28,46,42,43,39,40,4,0,1,1,0,1
15,20,9,6,8,9,11,22,26,20,28,28,55,40,35,28,41,4,0,1,1,0,1
14,21,16,13,22,10,0,22,26,20,28,28,44,30,41,41,52,5,1,1,1,0,0
17,25,9,13,9,10,1,22,26,20,28,28,42,40,39,50,42,5,1,1,1,0,0
24,14,25,21,12,10,2,22,26,20,28,28,33,28,32,30,33,5,1,1,1,0,0
25,24,12,8,22,10,3,22,26,20,28,28,47,29,31,38,36,5,1,1,1,0,0
12,10,20,12,13,10,4,22,26,20,28,28,39,52,29,25,46,5,1,1,1,0,0
17,21,16,12,16,10,5,22,26,20,28,28,41,32,53,46,43,5,1,1,1,0,0
15,13,10,11,21,10,6,22,26,20,28,28,41,38,36,29,46,5,1,1,1,0,0
21,15,10,21,13,10,7,22,26,20,28,28,54,37,26,41,47,5,1,1,1,0,0
17,7,10,9,18,10,8,22,26,20,28,28,46,34,38,54,41,5,1,1,1,0,0
13,5,21,18,21,10,9,22,26,20,28,28,32,39,27,25,25,5,1,1,1,0,0
20,10,18,7,6,10,10,22,26,20,28,28,33,52,31,53,30,5,1,1,1,0,0
15,21,16,10,13,10,11,22,26,20,28,28,38,36,34,27,37,5,1,1,1,0,0
5,6,18,11,8,11,0,22,26,20,28,28,36,32,46,50,35,2,0,1,1,1,1
16,6,11,11,15,11,1,22,26,20,28,28,55,52,38,49,54,2,0,1,1,1,1
19,25,15,7,16,11,2,22,26,20,28,28,40,25,40,45,27,2,0,1,1,1,1
12,6,8,25,15,11,3,22,26,20,28,28,38,41,41,35,25,2,0,1,1,1,1
14,7,22,11,12,11,4,22,26,20,28,28,36,37,49,33,46,2,0,1,1,1,1
24,8,11,11,25,11,5,22,26,20,28,28,36,41,36,29,54,2,0,1,1,1,1
13,12,15,24,12,11,6,22,26,20,28,28,37,52,50,54,44,2,0,1,1,1,1
9,7,7,7,20,11,7,22,26,20,28,28,47,49,38,33,55,2,0,1,1,1,1
18,15,23,16,14,11,8,22,26,20,28,28,52,38,42,34,34,2,0,1,1,1,1
15,21,16,9,22,11,9,22,26,20,28,28,37,51,27,33,38,2,0,1,1,1,1
25,21,23,24,5,11,10,22,26,20,28,28,52,33,41,44,43,2,0,1,1,1,1
9,13,7,8,16,11,11,22,26,20,28,28,37,52,33,25,34,2,0,1,1,1,1
9,15,25,10,10,12,0,22,26,20,28,28,36,42,41,48,46,4,1,1,0,0,0
14,25,16,5,7,12,1,22,26,20,28,28,25,54,32,31,52,4,1,1,0,0,0
24,10,7,11,14,12,2,22,26,20,28,28,48,27,33,45,42,4,1,1,0,0,0
8,19,17,12,25,12,3,22,26,20,28,28,34,36,46,54,32,4,1,1,0,0,0
17,25,25,20,23,12,4,22,26,20,28,28,35,53,28,50,49,4,1,1,0,0,0
16,18,7,15,14,12,5,22,26,20,28,28,55,54,39,31,53,4,1,1,0,0,0
16,7,20,16,9,12,6,22,26,20,28,28,33,49,37,31,39,4,1,1,0,0,0
6,23,20,5,17,12,7,22,26,20,28,28,46,32,55,55,36,4,1,1,0,0,0
23,8,23,25,21,12,8,22,26,20,28,28,36,49,29,46,45,4,1,1,0,0,0
23,22,19,25,10,12,9,22,26,20,28,28,34,35,25,33,47,4,1,1,0,0,0
14,24,13,17,20,12,10,22,26,20,28,28,27,45,30,30,27,4,1,1,0,0,0
6,14,22,7,25,12,11,22,26,20,28,28,35,31,51,42,40,4,1,1,0,0,0
8,5,12,6,17,13,0,22,26,20,28,28,30,41,31,27,34,5,1,0,0,0,1
17,8,8,11,6,13,1,22,26,20,28,28,51,55,26,37,30,5,1,0,0,0,1
24,11,25,12,24,13,2,22,26,20,28,28,31,49,46,25,55,5,1,0,0,0,1
14,20,15,15,24,13,3,22,26,20,28,28,43,50,46,44,49,5,1,0,0,0,1
23,11,11,17,17,13,4,22,26,20,28,28,32,31,48,37,29,5,1,0,0,0,1
25,11,22,23,17,13,5,22,26,20,28,28,42,54,30,41,46,5,1,0,0,0,1
8,6,15,12,6,13,6,22,26,20,28,28,50,32,33,51,30,5,1,0,0,0,1
10,21,15,19,15,13,7,22,26,20,28,28,42,45,54,41,48,5,1,0,0,0,1
14,8,10,17,7,13,8,22,26,20,28,28,34,54,35,36,27,5,1,0,0,0,1
7,23,18,19,14,13,9,22,26,20,28,28,26,48,50,55,33,5,1,0,0,0,1
6,7,7,7,13,13,10,22,26,20,28,28,40,39,45,32,55,5,1,0,0,0,1
6,16,13,18,9,13,11,22,26,20,28,28,44,54,45,28,26,5,1,0,0,0,1
5,24,22,21,19,14,0,22,26,20,28,28,40,28,38,29,55,5,0,0,0,0,0
16,5,8,20,11,14,1,22,26,20,28,28,50,38,54,31,39,5,0,0,0,0,0
18,8,8,13,22,14,2,22,26,20,28,28,46,44,38,49,26,5,0,0,0,0,0
21,22,18,9,9,14,3,22,26,20,28,28,52,48,27,39,26,5,0,0,0,0,0
9,18,17,10,24,14,4,22,26,20,28,28,44,39,27,55,46,5,0,0,0,0,0
15,13,6,8,12,14,5,22,26,20,28,28,50,25,38,31,43,5,0,0,0,0,0
16,25,24,5,10,14,6,22,26,20,28,28,25,41,50,37,28,5,0,0,0,0,0
7,24,21,16,20,14,7,22,26,20,28,28,38,26,37,36,46,5,0,0,0,0,0
13,10,17,10,9,14,8,22,26,20,28,28,28,29,44,49,50,5,0,0,0,0,0
15,24,16,22,18,14,9,22,26,20,28,28,34,48,38,39,26,5,0,0,0,0,0
19,5,13,9,5,14,10,22,26,20,28,28,53,45,41,48,27,5,0,0,0,0,0
8,22,11,16,10,14,11,22,26,20,28,28,50,26,41,43,33,5,0,0,0,0,0
8,13,14,16,22,15,0,22,26,20,28,28,41,52,48,51,33,3,1,1,1,0,1
7,15,12,13,7,15,1,22,26,20,28,28,55,32,38,36,45,3,1,1,1,0,1
6,17,24,8,5,15,2,22,26,20,28,28,39,41,30,44,46,3,1,1,1,0,1
7,13,25,17,7,15,3,22,26,20,28,28,26,38,54,45,43,3,1,1,1,0,1
21,20,23,17,6,15,4,22,26,20,28,28,50,42,32,34,25,3,1,1,1,0,1
25,9,8,11,16,15,5,22,26,20,28,28,46,53,53,43,55,3,1,1,1,0,1
22,23,22,13,21,15,6,22,26,20,28,28,55,37,47,51,43,3,1,1,1,0,1
9,17,9,18,17,15,7,22,26,20,28,28,43,41,42,51,49,3,1,1,1,0,1
12,12,15,20,7,15,8,22,26,20,28,28,45,31,46,42,30,3,1,1,1,0,1
23,16,9,6,19,15,9,22,26,20,28,28,40,52,30,53,54,3,1,1,1,0,1
13,16,24,12,13,15,10,22,26,20,28,28,54,25,29,52,44,3,1,1,1,0,1
20,21,12,9,7,15,11,22,26,20,28,28,45,45,30,40,30,3,1,1,1,0,1
24,21,21,21,17,16,0,22,26,20,28,28,31,39,42,28,44,2,1,1,0,1,1
24,14,9,5,11,16,1,22,26,20,28,28,27,34,43,31,44,2,1,1,0,1,1
13,15,18,20,6,16,2,22,26,20,28,28,28,38,49,33,41,2,1,1,0,1,1
10,25,10,11,15,16,3,22,26,20,28,28,42,53,43,46,52,2,1,1,0,1,1
14,22,6,17,22,16,4,22,26,20,28,28,43,48,52,36,29,2,1,1,0,1,1
8,9,13,12,21,16,5,22,26,20,28,28,53,48,52,39,52,2,1,1,0,1,1
7,25,16,9,17,16,6,22,26,20,28,28,40,47,39,33,27,2,1,1,0,1,1
13,24,10,24,7,16,7,22,26,20,28,28,53,31,38,28,51,2,1,1,0,1,1
5,14,5,12,21,16,8,22,26,20,28,28,46,46,39,42,34,2,1,1,0,1,1
17,15,15,14,20,16,9,22,26,20,28,28,46,34,52,50,50,2,1,1,0,1,1
13,23,14,5,13,16,10,22,26,20,28,28,42,26,37,53,36,2,1,1,0,1,1
16,17,18,6,17,16,11,22,26,20,28,28,43,37,48,28,41,2,1,1,0,1,1
24,17,24,19,24,17,0,22,26,20,28,28,27,51,47,53,43,2,1,1,1,1,0
5,5,10,22,12,17,1,22,26,20,28,28,28,54,51,45,36,2,1,1,1,1,0
12,16,7,21,16,17,2,22,26,20,28,28,34,46,54,52,30,2,1,1,1,1,0
25,21,7,13,24,17,3,22,26,20,28,28,44,32,49,43,35,2,1,1,1,1,0
17,25,15,7,24,17,4,22,26,20,28,28,39,35,36,29,50,2,1,1,1,1,0
19,13,9,18,14,17,5,22,26,20,28,28,40,53,35,27,45,2,1,1,1,1,0
23,18,11,15,14,17,6,22,26,20,28,28,47,31,51,29,29,2,1,1,1,1,0
20,18,18,7,15,17,7,22,26,20,28,28,41,48,36,54,42,2,1,1,1,1,0
15,22,10,25,21,17,8,22,26,20,28,28,28,44,34,30,31,2,1,1,1,1,0
18,6,14,23,10,17,9,22,26,20,28,28,52,32,42,32,38,2,1,1,1,1,0
5,21,14,25,7,17,10,22,26,20,28,28,49,46,32,50,46,2,1,1,1,1,0
6,24,8,14,20,17,11,22,26,20,28,28,38,31,50,35,28,2,1,1,1,1,0
9,18,9,22,13,18,0,22,26,20,28,28,32,45,39,40,47,2,0,1,1,1,1
23,22,19,18,25,18,1,22,26,20,28,28,34,39,47,36,34,2,0,1,1,1,1
10,9,25,9,10,18,2,22,26,20,28,28,48,25,47,33,42,2,0,1,1,1,1
14,16,17,14,14,18,3,22,26,20,28,28,28,55,43,40,49,2,0,1,1,1,1
6,8,6,17,24,18,4,22,26,20,28,28,25,55,29,37,50,2,0,1,1,1,1
20,7,16,6,10,18,5,22,26,20,28,28,26,55,45,55,38,2,0,1,1,1,1
16,21,16,20,10,18,6,22,26,20,28,28,26,36,29,32,28,2,0,1,1,1,1
15,21,15,9,6,18,7,22,26,20,28,28,43,28,33,37,30,2,0,1,1,1,1
19,16,15,7,16,18,8,22,26,20,28,28,54,36,29,26,53,2,0,1,1,1,1
14,19,19,12,18,18,9,22,26,20,28,28,43,33,38,30,54,2,0,1,1,1,1
13,16,7,20,12,18,10,22,26,20,28,28,26,34,48,28,50,2,0,1,1,1,1
18,21,25,9,16,18,11,22,26,20,28,28,27,55,27,29,46,2,0,1,1,1,1
9,7,24,17,19,19,0,22,26,20,28,28,32,40,47,55,54,2,1,0,0,0,1
14,8,18,6,17,19,1,22,26,20,28,28,35,33,25,48,53,2,1,0,0,0,1
14,19,7,5,6,19,2,22,26,20,28,28,46,27,34,36,40,2,1,0,0,0,1
21,15,22,11,14,19,3,22,26,20,28,28,47,52,35,39,43,2,1,0,0,0,1
17,23,18,23,8,19,4,22,26,20,28,28,25,27,37,49,49,2,1,0,0,0,1
22,22,12,6,19,19,5,22,26,20,28,28,35,48,39,28,25,2,1,0,0,0,1
14,22,8,15,21,19,6,22,26,20,28,28,47,43,29,50,49,2,1,0,0,0,1
20,14,20,15,14,19,7,22,26,20,28,28,53,26,36,52,43,2,1,0,0,0,1
10,23,7,12,16,19,8,22,26,20,28,28,30,38,46,30,50,2,1,0,0,0,1
10,12,13,12,21,19,9,22,26,20,28,28,40,42,55,41,31,2,1,0,0,0,1
11,13,18,20,5,19,10,22,26,20,28,28,31,25,40,27,55,2,1,0,0,0,1
9,6,12,5,10,19,11,22,26,20,28,28,51,34,29,47,25,2,1,0,0,0,1
